SaleID,OrderID,SaleDate,TotalPrice,Discount,FinalPrice
SA0291,OR0291,2024-02-01,28250.45,94.66,28155.79
SA0292,OR0292,2024-01-21,24870.86,27.34,24843.52
SA0293,OR0293,2024-01-12,2188.15,164.0,2024.15
SA0294,OR0294,2024-01-04,15930.12,57.72,15872.400000000001
SA0295,OR0295,2024-01-25,13722.61,64.45,13658.16
SA0296,OR0296,2024-01-14,10936.48,109.65,10826.83
SA0297,OR0297,2024-01-09,9393.27,150.25,9243.02
SA0298,OR0298,2024-01-22,2554.95,65.11,2489.8399999999997
SA0299,OR0299,2024-01-25,25941.75,99.96,25841.79
SA0300,OR0300,2024-02-01,25872.59,111.7,25760.89
SA0301,OR0301,2024-01-27,8822.45,51.36,8771.09
SA0302,OR0302,2024-01-18,22812.98,124.73,22688.25
SA0303,OR0303,2024-01-30,14822.34,195.22,14627.12
SA0304,OR0304,2024-01-23,17035.62,18.65,17016.969999999998
SA0305,OR0305,2024-01-12,15168.57,198.77,14969.8
SA0306,OR0306,2024-01-11,10413.93,20.77,10393.16
SA0307,OR0307,2024-02-01,8649.8,142.36,8507.439999999999
SA0308,OR0308,2024-01-31,11007.61,59.07,10948.54
SA0309,OR0309,2024-01-27,22655.99,114.46,22541.530000000002
SA0310,OR0310,2024-01-31,33440.88,136.28,33304.6
SA0311,OR0311,2024-01-25,4226.21,187.76,4038.45
SA0312,OR0312,2024-01-15,15865.2,157.35,15707.85
SA0313,OR0313,2024-01-20,8154.45,169.24,7985.21
SA0314,OR0314,2024-01-19,2288.03,22.91,2265.1200000000003
SA0315,OR0315,2024-01-14,25258.67,184.16,25074.51
SA0316,OR0316,2024-01-11,17151.99,95.14,17056.850000000002
SA0317,OR0317,2024-01-17,21454.86,31.0,21423.86
SA0318,OR0318,2024-01-22,27301.16,73.02,27228.14
SA0319,OR0319,2024-01-29,24655.98,12.96,24643.02
SA0320,OR0320,2024-01-29,17857.43,53.85,17803.58
SA0321,OR0321,2024-01-31,1554.02,92.52,1461.5
SA0322,OR0322,2024-02-03,8819.3,103.38,8715.92
SA0323,OR0323,2024-01-29,16392.56,52.47,16340.090000000002
SA0324,OR0324,2024-01-15,14180.31,180.24,14000.07
SA0325,OR0325,2024-01-19,2766.16,81.66,2684.5
SA0326,OR0326,2024-01-31,11881.82,2.32,11879.5
SA0327,OR0327,2024-01-07,958.72,171.79,786.9300000000001
SA0328,OR0328,2024-01-05,2972.5,72.83,2899.67
SA0329,OR0329,2024-02-01,9720.69,34.98,9685.710000000001
SA0330,OR0330,2024-01-05,4809.77,20.91,4788.860000000001
SA0331,OR0331,2024-01-23,21663.21,4.4,21658.809999999998
SA0332,OR0332,2024-01-06,8066.74,58.95,8007.79
SA0333,OR0333,2024-01-22,25444.89,8.6,25436.29
SA0334,OR0334,2024-01-20,21820.59,137.12,21683.47
SA0335,OR0335,2024-01-31,15195.81,82.17,15113.64
SA0336,OR0336,2024-01-16,13096.06,74.34,13021.72
SA0337,OR0337,2024-01-14,4731.58,23.62,4707.96
SA0338,OR0338,2024-01-17,7125.64,58.28,7067.360000000001
SA0339,OR0339,2024-01-07,25020.01,3.15,25016.859999999997
SA0340,OR0340,2024-01-24,14023.6,54.91,13968.69
SA0341,OR0341,2024-01-13,15346.5,188.48,15158.02
SA0342,OR0342,2024-01-21,4728.6,156.29,4572.31
SA0343,OR0343,2024-02-03,12430.95,171.92,12259.03
SA0344,OR0344,2024-01-21,1267.96,88.57,1179.39
SA0345,OR0345,2024-01-19,29007.84,11.91,28995.93
SA0346,OR0346,2024-01-23,15907.07,33.75,15873.32
SA0347,OR0347,2024-01-29,25049.05,24.51,25024.54
SA0348,OR0348,2024-01-26,11902.4,149.74,11752.66
SA0349,OR0349,2024-02-03,6879.47,152.79,6726.68
SA0350,OR0350,2024-01-06,494.71,27.67,467.03999999999996
SA0351,OR0351,2024-01-19,29570.29,108.97,29461.32
SA0352,OR0352,2024-01-05,9559.58,128.21,9431.37
SA0353,OR0353,2024-01-18,24793.45,9.71,24783.74
SA0354,OR0354,2024-01-28,251.23,43.61,207.62
SA0355,OR0355,2024-01-30,29925.38,140.29,29785.09
SA0356,OR0356,2024-01-06,25658.15,33.99,25624.16
SA0357,OR0357,2024-01-07,9459.82,3.71,9456.11
SA0358,OR0358,2024-01-29,22380.81,110.51,22270.300000000003
SA0359,OR0359,2024-01-18,12023.51,177.25,11846.26
SA0360,OR0360,2024-01-07,23644.13,159.69,23484.440000000002
SA0361,OR0361,2024-01-19,11549.35,41.88,11507.470000000001
SA0362,OR0362,2024-01-04,16163.18,47.47,16115.710000000001
SA0363,OR0363,2024-01-14,1317.89,94.08,1223.8100000000002
SA0364,OR0364,2024-02-03,18869.07,184.39,18684.68
SA0365,OR0365,2024-01-14,18807.64,63.4,18744.239999999998
SA0366,OR0366,2024-01-21,26412.21,68.62,26343.59
SA0367,OR0367,2024-01-27,20442.18,114.24,20327.94
SA0368,OR0368,2024-01-15,7319.98,59.9,7260.08
SA0369,OR0369,2024-01-13,6716.44,127.04,6589.4
SA0370,OR0370,2024-01-25,11674.8,120.89,11553.91
SA0371,OR0371,2024-01-25,10308.14,165.71,10142.43
SA0372,OR0372,2024-01-12,19100.34,107.3,18993.04
SA0373,OR0373,2024-01-10,7731.5,146.65,7584.85
SA0374,OR0374,2024-01-20,4504.57,71.23,4433.34
SA0375,OR0375,2024-01-07,400.33,140.69,259.64
SA0376,OR0376,2024-01-20,6972.07,100.04,6872.03
SA0377,OR0377,2024-01-18,2547.76,175.0,2372.76
SA0378,OR0378,2024-01-26,19366.92,84.72,19282.199999999997
SA0379,OR0379,2024-01-13,10965.79,63.18,10902.61
SA0380,OR0380,2024-02-03,3318.5,32.93,3285.57
SA0381,OR0381,2024-01-31,21472.96,56.28,21416.68
SA0382,OR0382,2024-02-04,13995.57,183.76,13811.81
SA0383,OR0383,2024-01-10,11932.99,157.04,11775.949999999999
SA0384,OR0384,2024-01-29,2156.88,76.09,2080.79
SA0385,OR0385,2024-01-19,9427.43,25.23,9402.2
SA0386,OR0386,2024-01-15,23634.62,154.57,23480.05
SA0387,OR0387,2024-01-26,23986.48,109.03,23877.45
SA0388,OR0388,2024-01-05,16865.95,33.83,16832.12
SA0389,OR0389,2024-01-26,11685.99,22.81,11663.18
SA0390,OR0390,2024-01-17,12752.26,75.1,12677.16
SA0391,OR0391,2024-01-31,1101.34,69.35,1031.99
SA0392,OR0392,2024-01-28,22155.7,144.64,22011.06
SA0393,OR0393,2024-01-04,10209.13,49.18,10159.949999999999
SA0394,OR0394,2024-01-14,20041.71,134.91,19906.8
SA0395,OR0395,2024-02-02,13313.52,143.63,13169.890000000001
SA0396,OR0396,2024-01-18,16742.56,94.82,16647.74
SA0397,OR0397,2024-01-05,6747.06,1.97,6745.09
SA0398,OR0398,2024-01-07,16542.63,2.41,16540.22
SA0399,OR0399,2024-01-09,24892.11,9.48,24882.63
SA0400,OR0400,2024-01-14,11926.87,157.0,11769.87
SA0401,OR0401,2024-02-04,11642.0,38.24,11603.76
SA0402,OR0402,2024-01-09,1412.35,79.07,1333.28
SA0403,OR0403,2024-02-03,14091.15,3.48,14087.67
SA0404,OR0404,2024-02-01,17303.77,44.21,17259.56
SA0405,OR0405,2024-01-27,14134.94,158.88,13976.060000000001
SA0406,OR0406,2024-01-08,23092.92,96.26,22996.66
SA0407,OR0407,2024-01-17,24276.58,61.41,24215.170000000002
SA0408,OR0408,2024-02-01,1620.48,129.63,1490.85
SA0409,OR0409,2024-01-24,22481.49,130.16,22351.33
SA0410,OR0410,2024-01-28,1924.63,168.19,1756.44
SA0411,OR0411,2024-01-06,7000.49,45.69,6954.8
SA0412,OR0412,2024-01-08,12070.23,19.83,12050.4
SA0413,OR0413,2024-01-11,625.38,168.74,456.64
SA0414,OR0414,2024-01-25,4041.04,107.17,3933.87
SA0415,OR0415,2024-01-11,19051.58,172.37,18879.210000000003
SA0416,OR0416,2024-01-22,19313.7,147.01,19166.690000000002
SA0417,OR0417,2024-01-05,12482.14,14.51,12467.63
SA0418,OR0418,2024-01-28,633.39,76.67,556.72
SA0419,OR0419,2024-01-16,2946.87,124.63,2822.24
SA0420,OR0420,2024-01-22,7094.24,132.93,6961.3099999999995
SA0421,OR0421,2024-01-27,12291.28,193.48,12097.800000000001
SA0422,OR0422,2024-01-09,4309.41,107.78,4201.63
SA0423,OR0423,2024-01-14,27411.87,38.67,27373.2
SA0424,OR0424,2024-01-31,23600.89,41.14,23559.75
SA0425,OR0425,2024-01-25,4541.57,99.07,4442.5
SA0426,OR0426,2024-01-11,5830.37,119.59,5710.78
SA0427,OR0427,2024-01-23,3616.29,74.0,3542.29
SA0428,OR0428,2024-01-25,7572.24,124.1,7448.139999999999
SA0429,OR0429,2024-01-26,13740.32,53.38,13686.94
SA0430,OR0430,2024-01-26,17591.19,193.32,17397.87
SA0431,OR0431,2024-01-08,395.17,104.7,290.47
SA0432,OR0432,2024-01-03,15713.77,47.57,15666.2
SA0433,OR0433,2024-02-01,15745.18,119.92,15625.26
SA0434,OR0434,2024-01-31,17468.7,122.67,17346.030000000002
SA0435,OR0435,2024-01-09,8200.36,9.15,8191.210000000001
SA0436,OR0436,2024-01-21,3135.3,180.26,2955.04
SA0437,OR0437,2024-01-19,5105.58,40.31,5065.2699999999995
SA0438,OR0438,2024-01-23,13612.75,58.22,13554.53
SA0439,OR0439,2024-01-26,26861.93,194.41,26667.52
